Area,Distance from Origin,Distance to Image Border XY,Ellipticity (oblate),Ellipticity (prolate),Intensity Max,Intensity Mean,Intensity Median,Intensity Min,Intensity StdDev,Intensity Sum,Number of Vertices,Position X,Position Y,Position Z,Sphericity,Volume,Classification
0.24,114.15,51.68,0.22,0.61,13895.00,11509.50,10826.80,10450.00,1386.77,46038.00,18.00,98.13,58.31,0.47,0.70,0.01,
4.03,114.48,50.94,0.41,0.38,25297.00,16301.70,14943.30,11492.00,3493.02,912897.00,166.00,98.45,58.41,1.43,0.55,0.31,
0.23,114.42,51.30,0.00,1.92,17731.00,15404.30,13962.00,13962.00,1660.90,46213.00,14.00,98.48,58.22,1.94,0.77,0.01,
1.36,114.66,51.38,0.34,0.31,23976.00,18096.20,16631.50,14714.00,3330.53,235251.00,46.00,98.21,59.16,1.50,0.66,0.08,
3.22,115.19,51.02,0.27,0.44,28792.00,16730.60,15093.10,11431.00,3466.86,736147.00,146.00,98.59,59.56,1.33,0.54,0.21,
0.25,115.37,51.23,0.25,0.44,17719.00,15001.70,13291.00,13291.00,1942.82,45005.00,14.00,98.62,59.85,0.68,0.73,0.01,
0.80,115.12,51.63,0.34,0.30,18462.00,15147.60,14785.10,12542.00,1970.13,151476.00,40.00,98.18,60.09,1.95,0.65,0.03,
5.15,118.56,48.64,0.23,0.64,36486.00,19911.80,18158.20,11529.00,5142.51,1573030.00,212.00,100.91,62.22,1.57,0.59,0.49,
0.29,116.78,51.05,0.39,0.47,15080.00,13319.30,12306.00,12306.00,1249.71,39958.00,14.00,98.69,62.44,0.20,0.77,0.01,
3.53,117.19,50.31,0.32,0.55,26269.00,16381.20,15384.30,11756.00,3301.47,688011.00,150.00,99.02,62.66,1.06,0.47,0.20,
0.29,118.07,50.39,0.36,0.29,14916.00,14215.50,13833.70,13450.00,594.42,56862.00,16.00,99.49,63.57,1.45,0.72,0.01,
2.25,119.09,48.72,0.21,0.79,35709.00,20972.60,19271.20,13444.00,4791.72,524315.00,82.00,100.91,63.23,1.48,0.60,0.15,
0.26,117.27,51.13,0.03,0.98,14715.00,13521.00,12450.00,12450.00,928.76,40563.00,14.00,98.77,63.22,1.19,0.46,0.00,
0.95,117.31,51.09,0.20,0.56,20007.00,15312.10,13662.00,10830.00,3036.35,168433.00,42.00,98.63,63.49,1.20,0.70,0.05,
0.28,117.39,51.02,0.22,0.61,15180.00,14025.00,13456.70,13357.00,725.97,56100.00,20.00,98.77,63.42,1.95,0.83,0.01,
0.26,117.21,51.35,0.25,0.44,19619.00,14708.30,11827.00,11827.00,3489.75,44125.00,14.00,98.49,63.50,2.33,0.72,0.01,
0.38,117.30,51.10,0.32,0.46,14364.00,13756.80,13578.40,12977.00,531.25,55027.00,18.00,98.65,63.40,2.91,0.68,0.01,
0.93,118.17,50.49,0.30,0.38,19571.00,16333.30,16039.60,13421.00,1871.77,130666.00,32.00,99.21,64.18,1.31,0.64,0.04,
1.35,118.22,50.70,0.25,0.68,20497.00,14980.60,13465.60,11266.00,2796.06,284632.00,56.00,98.93,64.72,1.08,0.75,0.10,
0.42,120.19,48.71,0.44,0.32,15302.00,13685.00,13053.00,13053.00,837.08,68425.00,20.00,100.99,65.15,1.36,0.80,0.02,
0.66,120.53,48.35,0.26,0.58,17269.00,14239.40,13642.00,12805.00,1394.73,113915.00,32.00,101.34,65.21,2.12,0.68,0.03,
0.15,120.36,48.49,0.39,0.47,15119.00,14537.30,13875.00,13875.00,511.07,43612.00,14.00,101.36,64.85,2.54,0.78,0.00,
1.12,123.15,48.27,0.19,0.81,22457.00,15243.50,13388.30,10964.00,3382.97,182922.00,42.00,101.47,69.77,1.43,0.69,0.06,
6.98,115.61,49.31,0.15,0.81,27687.00,15922.60,14938.40,10777.00,3249.48,1560420.00,280.00,100.06,57.88,1.47,0.47,0.56,
0.26,115.32,50.18,0.12,0.93,16564.00,13721.70,10366.00,10366.00,2556.22,41165.00,14.00,99.66,58.01,0.44,0.76,0.01,
5.35,117.77,48.91,0.20,0.66,42503.00,20570.70,17817.30,12410.00,6720.70,1686800.00,222.00,100.53,61.32,1.76,0.54,0.47,
0.31,117.29,49.48,0.32,0.46,18562.00,16263.50,14401.80,14215.00,1967.62,65054.00,18.00,100.27,60.83,1.54,0.71,0.01,
0.32,117.90,48.90,0.00,1.98,19063.00,16935.30,15459.00,15459.00,1541.72,50806.00,14.00,100.96,60.84,2.30,0.57,0.01,
0.33,117.44,49.22,0.39,0.38,17933.00,16366.80,15747.10,15078.00,1071.72,65467.00,18.00,100.57,60.60,2.59,0.74,0.01,
1.75,121.10,47.89,0.19,0.48,22662.00,13753.10,13402.80,9638.00,2853.02,288815.00,76.00,101.77,65.62,1.58,0.51,0.08,
0.94,121.09,48.25,0.18,0.38,17054.00,13989.80,13213.80,11404.00,2033.25,139898.00,40.00,101.50,66.01,2.06,0.55,0.03,
5.72,119.80,49.57,0.32,0.47,36364.00,19533.20,17951.10,12677.00,5228.80,1972860.00,214.00,99.90,66.09,1.60,0.60,0.60,
0.45,119.36,50.65,0.84,0.07,14236.00,13458.60,12847.80,12468.00,679.46,67293.00,22.00,99.21,66.26,3.56,0.55,0.01,
0.39,120.27,49.93,0.16,0.40,17834.00,15727.30,16430.30,11417.00,2536.77,62909.00,18.00,99.93,66.93,0.83,0.73,0.01,
3.47,120.17,49.55,0.23,0.65,27135.00,17468.30,16683.70,13127.00,2875.28,751136.00,142.00,99.93,66.71,1.58,0.51,0.22,
0.86,120.50,49.64,0.33,0.43,23258.00,18136.30,17244.40,14461.00,2603.44,145090.00,32.00,100.09,67.05,2.66,0.73,0.05,
4.36,120.63,49.59,0.17,0.66,28969.00,17834.50,16908.20,12458.00,3699.51,1016570.00,166.00,99.94,67.53,2.14,0.52,0.32,
0.44,119.83,50.41,0.33,0.45,16572.00,13499.60,12699.10,12335.00,1344.45,94497.00,28.00,99.41,66.85,2.95,0.72,0.02,
1.09,121.40,49.33,0.32,0.60,26805.00,17107.50,14756.60,12256.00,4542.85,205290.00,44.00,100.31,68.37,1.56,0.72,0.07,
4.11,113.66,51.54,0.23,0.53,36230.00,16836.20,15237.50,11350.00,4921.62,1043850.00,170.00,97.98,57.57,1.61,0.58,0.35,
1.40,114.78,51.25,0.45,0.41,23121.00,16786.20,16191.00,13041.00,2607.98,302151.00,62.00,98.35,59.13,2.10,0.67,0.09,
0.92,115.90,50.96,0.44,0.36,37661.00,19113.20,17023.70,13537.00,6507.60,210245.00,42.00,98.76,60.62,2.00,0.74,0.05,
7.23,116.77,50.32,0.30,0.45,35312.00,20126.70,18594.80,13914.00,4518.55,2052930.00,274.00,98.97,61.95,1.91,0.49,0.63,
1.06,116.44,50.68,0.20,0.49,20001.00,16716.80,16165.10,14453.00,1489.37,183885.00,44.00,99.08,61.13,2.11,0.61,0.05,
0.23,122.02,48.63,0.25,0.44,15232.00,14218.30,12593.00,12593.00,1160.95,42655.00,14.00,101.19,68.18,1.40,0.71,0.01,
1.71,122.35,48.19,0.29,0.65,21927.00,15870.70,15162.80,11975.00,2510.05,349155.00,78.00,101.50,68.29,2.03,0.61,0.10,
0.89,113.87,50.66,0.61,0.23,21626.00,15408.20,14539.30,12987.00,2202.32,184898.00,42.00,98.97,56.26,2.38,0.72,0.05,
1.10,114.35,51.31,0.56,0.22,22653.00,16533.10,16510.70,13065.00,2835.32,264530.00,50.00,98.39,58.22,2.39,0.82,0.08,
3.94,117.18,48.81,0.33,0.42,34801.00,17811.60,16694.40,11967.00,3991.56,872767.00,150.00,100.71,59.86,1.92,0.53,0.29,
0.28,116.72,49.61,0.12,0.93,20257.00,16969.70,14104.00,14104.00,2529.59,50909.00,14.00,100.24,59.78,1.64,0.57,0.01,
0.24,116.83,49.46,0.12,0.93,22069.00,17335.00,14442.00,14442.00,3374.88,52005.00,14.00,100.39,59.74,1.95,0.60,0.01,
1.25,123.16,48.14,0.46,0.40,22161.00,16261.50,14866.50,12824.00,2655.90,178876.00,46.00,101.53,69.69,2.07,0.58,0.06,
2.71,124.49,48.63,0.20,0.82,22438.00,16445.40,15787.10,11928.00,2506.76,657816.00,130.00,100.99,72.76,2.21,0.57,0.18,
1.13,114.58,50.39,0.66,0.22,17232.00,15012.00,14196.10,13098.00,1328.78,195156.00,52.00,99.24,57.22,2.43,0.55,0.05,
0.59,115.12,50.03,0.17,0.30,16501.00,14839.10,13960.80,12607.00,1534.32,103874.00,30.00,99.72,57.43,3.28,0.62,0.02,
2.30,116.39,49.34,0.32,0.48,23063.00,16548.40,16188.10,12587.00,2629.47,479903.00,86.00,100.26,59.05,2.41,0.63,0.17,
1.82,116.60,49.60,0.52,0.33,21366.00,16631.20,16621.00,13774.00,1864.96,332624.00,72.00,99.93,60.02,2.66,0.59,0.10,
2.30,117.52,50.40,0.24,0.60,23856.00,17444.30,16371.00,13876.00,3070.26,436107.00,92.00,99.21,62.95,2.44,0.53,0.13,
0.27,117.54,50.38,0.39,0.47,17963.00,16872.00,15743.00,15743.00,906.71,50616.00,14.00,99.42,62.66,2.54,0.82,0.01,
4.40,119.20,48.39,0.20,0.82,47241.00,23101.10,20836.80,12577.00,7522.05,1617070.00,176.00,101.06,63.17,2.39,0.63,0.43,
0.40,119.68,48.50,0.39,0.47,21697.00,19311.30,15775.00,15775.00,2550.88,57934.00,14.00,101.28,63.71,2.55,0.77,0.02,
1.88,121.55,49.18,0.30,0.64,31743.00,18880.00,17709.30,14303.00,4182.63,471999.00,74.00,100.47,68.37,2.30,0.70,0.14,
0.46,122.04,49.48,0.16,0.58,17736.00,14617.40,12682.80,11747.00,2505.54,73087.00,22.00,100.30,69.49,2.04,0.70,0.02,
1.26,122.00,49.50,0.20,0.57,25523.00,17020.70,15968.20,14093.00,2947.62,255310.00,50.00,100.16,69.61,2.54,0.70,0.08,
0.37,121.94,49.87,0.25,0.44,21954.00,17642.00,15033.00,15033.00,3071.40,52926.00,14.00,99.95,69.81,2.60,0.75,0.01,
6.56,122.70,48.91,0.36,0.52,29877.00,18187.00,16799.00,11380.00,4054.47,1636830.00,278.00,100.52,70.32,2.62,0.46,0.49,
0.11,122.09,50.27,0.25,0.44,12550.00,12188.70,11860.00,11860.00,282.63,36566.00,14.00,99.65,70.46,3.26,0.48,0.00,
0.20,122.21,49.84,0.47,0.32,14574.00,14131.80,14056.40,13808.00,277.40,56527.00,18.00,99.93,70.27,3.43,0.80,0.01,
0.08,122.62,49.70,0.25,0.44,14012.00,13808.30,13461.00,13461.00,246.83,41425.00,14.00,100.15,70.65,3.80,0.52,0.00,
0.26,123.43,49.00,0.39,0.47,15080.00,13223.70,11559.00,11559.00,1443.81,39671.00,14.00,100.75,71.28,1.64,0.64,0.01,
1.23,123.49,48.74,0.31,0.50,24233.00,19089.40,18431.40,13392.00,2854.64,267251.00,52.00,100.93,71.11,2.55,0.68,0.07,
1.62,117.31,49.90,0.55,0.27,32023.00,19120.40,18761.50,14963.00,3394.67,420648.00,66.00,99.77,61.62,2.91,0.72,0.12,
0.56,118.74,50.03,0.12,0.56,20416.00,14714.80,14258.00,10375.00,3022.95,88289.00,26.00,99.75,64.41,0.92,0.63,0.02,
7.82,118.93,49.56,0.34,0.43,49276.00,20254.30,18046.60,12603.00,6924.86,2471020.00,332.00,99.83,64.59,2.48,0.48,0.69,
0.34,118.62,49.83,0.49,0.25,16419.00,14802.60,13993.40,13116.00,1279.32,74013.00,22.00,99.92,63.82,3.77,0.81,0.01,
0.63,119.32,50.04,0.09,0.50,16708.00,14536.30,13320.80,12637.00,1610.67,87218.00,26.00,99.77,65.31,4.16,0.61,0.02,
1.35,121.53,47.53,0.30,0.63,23543.00,15112.10,13603.30,11924.00,3418.92,287129.00,58.00,102.04,65.93,2.96,0.73,0.09,
2.05,119.93,49.61,0.26,0.60,24823.00,17040.00,16313.80,13358.00,2978.80,357840.00,82.00,100.03,66.10,2.97,0.51,0.10,
0.19,120.02,49.86,0.39,0.47,16029.00,14100.70,12389.00,12389.00,1493.90,42302.00,14.00,99.96,66.33,3.74,0.84,0.01,
1.67,123.47,49.10,0.27,0.67,26292.00,18277.70,17280.30,13184.00,3604.21,438665.00,70.00,100.53,71.62,3.07,0.73,0.12,
2.51,125.60,47.28,0.32,0.51,23180.00,16100.90,15130.70,11405.00,2949.57,483026.00,114.00,102.32,72.78,2.94,0.52,0.14,
0.58,125.96,47.12,0.23,0.58,15002.00,13539.90,13376.40,12132.00,866.21,94779.00,30.00,102.61,72.95,3.77,0.65,0.02,
3.85,126.35,47.31,0.74,0.15,27483.00,16493.00,15910.30,11024.00,3046.09,940099.00,168.00,102.17,74.28,2.79,0.54,0.28,
1.94,116.77,50.35,0.31,0.62,25384.00,18636.80,17869.50,13654.00,3321.69,484556.00,82.00,99.23,61.48,3.21,0.66,0.14,
3.01,118.33,48.59,0.29,0.57,35045.00,18395.60,17320.40,12012.00,4811.22,772615.00,122.00,101.01,61.58,2.93,0.59,0.22,
0.38,119.81,48.48,0.22,0.61,21824.00,18073.80,16906.80,15772.00,2278.44,72295.00,18.00,101.26,63.98,2.53,0.79,0.02,
1.33,119.89,48.05,0.52,0.27,21155.00,17489.70,17464.70,13888.00,2057.02,262346.00,56.00,101.53,63.69,2.99,0.67,0.08,
0.45,124.01,48.12,0.44,0.21,20410.00,18300.80,17758.50,15107.00,2094.28,73203.00,18.00,101.70,70.92,2.33,0.72,0.02,
2.86,123.65,47.47,0.60,0.25,26018.00,17204.70,16218.80,12884.00,2761.54,619368.00,126.00,101.95,69.90,3.11,0.51,0.17,
0.36,124.05,47.63,0.39,0.47,19717.00,17538.00,14170.00,14170.00,2415.59,52614.00,14.00,102.17,70.31,2.56,0.79,0.01,
0.42,123.27,48.02,0.25,0.00,18160.00,16018.20,15012.90,14885.00,1260.27,80091.00,22.00,101.72,69.56,2.84,0.70,0.02,
0.27,123.86,47.88,0.25,0.50,20983.00,17615.00,15288.40,15175.00,2478.54,70460.00,18.00,101.78,70.52,2.85,0.77,0.01,
1.25,124.62,47.43,0.57,0.23,19846.00,16097.80,15563.30,13320.00,1812.38,193173.00,48.00,102.28,71.14,2.85,0.57,0.06,
2.01,124.34,47.54,0.30,0.54,27034.00,19896.00,19363.40,15483.00,3094.61,417816.00,74.00,102.07,70.92,3.46,0.58,0.12,
4.15,124.82,48.21,0.53,0.32,26973.00,18893.40,18190.30,13901.00,2878.21,1114710.00,172.00,101.06,73.20,2.99,0.56,0.33,
0.23,124.28,48.63,0.25,0.50,24523.00,17706.30,15021.30,14832.00,3981.76,70825.00,18.00,101.15,72.15,2.85,0.75,0.01,
0.26,123.86,49.18,0.25,0.44,23480.00,18844.30,14643.00,14643.00,3620.73,56533.00,14.00,100.65,72.12,3.23,0.71,0.01,
0.60,124.12,49.34,0.16,0.33,19669.00,16693.60,15953.10,14609.00,1510.92,116855.00,30.00,100.44,72.82,3.74,0.63,0.02,
1.61,125.73,48.25,0.18,0.68,30958.00,18019.60,16128.20,14307.00,4356.66,360391.00,64.00,101.41,74.26,3.04,0.62,0.09,
1.14,118.08,49.53,0.30,0.60,25670.00,16115.80,14878.00,13658.00,2851.43,273968.00,60.00,100.17,62.43,3.39,0.69,0.07,
0.29,117.26,50.55,0.32,0.46,16775.00,15402.00,14954.10,14096.00,990.80,61608.00,18.00,99.28,62.30,3.20,0.77,0.01,
0.16,117.57,50.25,0.00,1.98,16000.00,14814.70,13371.00,13371.00,1088.72,44444.00,14.00,99.65,62.31,3.42,0.57,0.00,
0.77,117.78,49.77,0.24,0.63,16964.00,15262.10,15453.90,13317.00,1119.68,152621.00,36.00,99.95,62.20,3.83,0.68,0.04,
0.20,117.77,50.09,0.03,0.98,17040.00,14641.70,13369.00,13369.00,1696.94,43925.00,14.00,99.78,62.45,3.87,0.53,0.00,
2.54,119.77,48.47,0.25,0.73,39189.00,18730.10,18022.80,12757.00,4608.77,674282.00,112.00,101.03,64.25,3.21,0.62,0.19,
0.38,119.98,48.89,0.42,0.30,16945.00,15213.60,14390.90,13973.00,1049.54,76068.00,22.00,100.86,64.90,3.11,0.75,0.01,
2.02,120.41,48.62,0.36,0.54,20873.00,15466.20,14456.30,12781.00,2202.35,355723.00,82.00,100.94,65.56,3.47,0.50,0.10,
1.19,120.81,48.76,0.33,0.57,26869.00,17187.30,15836.60,13420.00,3513.82,257810.00,48.00,100.97,66.24,3.57,0.75,0.08,
3.36,122.25,47.52,0.53,0.33,26159.00,16701.80,15127.50,12838.00,3716.45,801685.00,146.00,101.98,67.33,3.44,0.54,0.23,
4.73,122.42,47.85,0.40,0.43,29374.00,19212.30,17938.80,13885.00,4135.39,1171950.00,182.00,101.59,68.24,3.37,0.50,0.34,
0.33,122.85,48.04,0.22,0.61,17145.00,15422.50,14642.00,14004.00,1203.68,61690.00,18.00,101.76,68.76,2.87,0.79,0.01,
0.71,122.91,47.80,0.31,0.35,20326.00,14681.90,13154.90,12580.00,2325.25,132137.00,38.00,101.95,68.50,4.47,0.60,0.03,
1.64,126.75,46.85,0.60,0.22,26572.00,17601.50,16817.80,13360.00,3104.84,334429.00,74.00,102.71,74.19,3.57,0.56,0.08,
1.67,121.40,48.67,0.19,0.61,31857.00,16697.50,15794.40,13166.00,3802.23,384043.00,78.00,100.95,67.33,3.88,0.59,0.09,
4.83,121.71,49.49,0.22,0.66,35378.00,17492.50,15994.30,12190.00,3967.62,1102030.00,190.00,100.04,69.22,3.64,0.50,0.35,
0.09,121.85,50.12,0.12,0.93,14190.00,13587.70,12921.00,12921.00,520.06,40763.00,14.00,99.79,69.81,3.75,0.63,0.00,
5.72,127.24,46.69,0.26,0.55,34950.00,19337.30,18690.40,11953.00,4338.46,1605000.00,232.00,102.73,74.97,3.77,0.50,0.45,
3.41,123.00,47.88,0.32,0.54,23509.00,17128.00,16142.80,13584.00,2576.16,770760.00,148.00,101.59,69.23,4.05,0.50,0.21,
0.37,123.21,48.42,0.25,0.44,24013.00,20703.30,17861.00,17861.00,2533.19,62110.00,14.00,101.37,69.92,3.87,0.71,0.01,
0.34,123.33,48.47,0.32,0.46,18948.00,17759.50,16753.80,16683.00,1045.15,71038.00,18.00,101.33,70.18,4.16,0.75,0.01,
4.73,124.12,47.42,0.34,0.45,40824.00,19368.80,17872.40,12022.00,5282.13,1394550.00,192.00,102.14,70.39,4.32,0.58,0.43,
1.81,124.81,47.76,0.16,0.74,27790.00,17679.10,16743.90,13860.00,2828.37,335902.00,72.00,101.95,71.91,3.63,0.54,0.09,
0.46,124.86,47.47,0.26,0.70,22779.00,16658.60,13864.50,13723.00,3286.60,83293.00,20.00,102.31,71.49,3.18,0.77,0.02,
0.38,124.39,48.21,0.25,0.00,20097.00,17504.50,16638.60,16625.00,1496.81,70018.00,18.00,101.56,71.67,4.51,0.69,0.01,
0.20,124.20,48.31,0.25,0.44,21102.00,17572.00,15347.00,15347.00,2524.19,52716.00,14.00,101.55,71.34,4.91,0.74,0.01,
0.85,125.35,47.37,0.34,0.28,26922.00,17181.00,14043.50,13011.00,4766.43,154629.00,34.00,102.37,72.25,3.76,0.71,0.04,
0.67,125.43,47.56,0.14,0.34,20577.00,16797.30,15439.10,14980.00,1983.10,100784.00,26.00,102.18,72.62,4.16,0.57,0.02,
0.16,124.97,49.50,0.39,0.47,16599.00,14423.30,13160.00,13160.00,1545.09,43270.00,14.00,100.34,74.43,3.13,0.79,0.00,
4.76,124.84,48.91,0.26,0.53,40539.00,21070.60,19590.20,13858.00,6087.86,1559230.00,186.00,100.58,73.83,4.28,0.58,0.43,
1.50,120.83,48.64,0.40,0.43,22650.00,17112.40,16135.10,12027.00,3319.18,325135.00,62.00,100.96,66.25,4.26,0.75,0.11,
5.43,121.73,48.65,0.65,0.21,34735.00,18138.70,16234.70,12395.00,4729.54,1469230.00,230.00,100.81,68.11,4.21,0.49,0.41,
0.31,121.32,49.47,0.32,0.46,18379.00,14856.80,13665.10,13628.00,2033.95,59427.00,18.00,100.29,68.11,4.60,0.71,0.01,
6.25,123.54,48.63,0.18,0.52,39842.00,20639.40,19025.40,14705.00,4972.19,1465400.00,234.00,100.89,71.16,4.29,0.43,0.42,
0.19,123.77,48.93,0.25,0.44,18254.00,16539.30,15670.00,15670.00,1212.48,49618.00,14.00,100.93,71.56,3.63,0.62,0.00,
0.15,123.31,49.23,0.25,0.44,16475.00,14926.70,14038.00,14038.00,1098.81,44780.00,14.00,100.63,71.09,5.19,0.61,0.00,
2.93,127.07,46.70,0.24,0.64,28836.00,18316.70,16143.30,13363.00,3898.75,732667.00,124.00,102.89,74.44,4.45,0.58,0.21,
0.34,127.61,46.15,0.21,0.42,17415.00,13577.00,12018.50,11911.00,2018.68,67885.00,22.00,103.65,74.30,4.63,0.74,0.01,
0.79,127.64,46.61,0.07,0.74,22100.00,17723.40,15456.50,14984.00,2832.23,141787.00,38.00,103.15,75.02,4.88,0.55,0.03,
2.65,122.26,49.02,0.28,0.60,25868.00,17974.00,17095.70,13729.00,3081.73,539221.00,100.00,100.50,69.49,4.57,0.53,0.16,
1.21,127.94,46.76,0.50,0.33,25158.00,17445.10,15756.60,12941.00,3822.41,261676.00,52.00,102.88,75.98,3.28,0.70,0.07,
0.87,127.79,47.24,0.11,0.21,21079.00,17164.40,15893.70,13450.00,2143.15,154480.00,34.00,102.57,76.13,3.59,0.59,0.03,
2.47,128.32,47.42,0.55,0.31,31605.00,19052.00,17725.30,14685.00,3589.90,666821.00,98.00,102.24,77.47,3.50,0.67,0.20,
1.98,128.36,48.16,0.11,0.78,21427.00,15716.10,15079.80,13615.00,1802.22,377187.00,86.00,101.43,78.58,3.50,0.55,0.11,
0.16,128.10,48.48,0.39,0.47,16661.00,14603.30,13212.00,13212.00,1484.80,43810.00,14.00,101.37,78.20,4.32,0.74,0.00,
0.37,127.10,47.88,0.08,0.87,17900.00,15316.40,14134.60,13709.00,1534.14,76582.00,22.00,101.95,75.83,3.36,0.67,0.01,
0.39,127.12,47.65,0.49,0.25,21482.00,18078.60,15561.50,15219.00,2418.44,90393.00,22.00,102.11,75.62,3.74,0.83,0.02,
0.21,126.96,48.14,0.39,0.47,17817.00,15686.30,13878.00,13878.00,1624.17,47059.00,14.00,101.63,75.97,4.38,0.70,0.01,
3.28,128.59,46.41,0.50,0.33,38805.00,18329.10,17538.40,12880.00,4638.10,861466.00,140.00,102.99,76.92,3.68,0.56,0.23,
0.50,129.29,46.49,0.29,0.46,17129.00,14356.60,13780.10,11737.00,1740.82,71783.00,22.00,103.29,77.68,3.34,0.76,0.02,
3.71,128.43,47.45,0.24,0.60,27689.00,18250.10,17045.70,12800.00,3357.74,693502.00,142.00,102.07,77.87,3.65,0.43,0.19,
0.33,128.27,48.18,0.36,0.29,19121.00,16585.50,15995.90,14701.00,1606.48,66342.00,16.00,101.70,78.05,4.27,0.60,0.01,
0.40,128.37,47.87,0.32,0.46,20662.00,17961.80,15821.10,15029.00,2553.01,71847.00,18.00,101.96,77.87,4.51,0.70,0.01,
0.13,128.23,48.06,0.25,0.44,16362.00,15814.00,15368.00,15368.00,412.16,47442.00,14.00,101.85,77.75,4.88,0.63,0.00,
2.19,128.14,46.42,0.24,0.74,32982.00,20032.60,18310.20,14388.00,4696.38,580946.00,86.00,103.18,75.86,4.40,0.67,0.17,
8.27,130.70,46.25,0.18,0.74,45402.00,20378.30,18990.10,12738.00,5093.33,2975230.00,340.00,103.16,80.12,4.52,0.53,0.87,
0.34,129.98,46.70,0.32,0.46,17766.00,16505.80,15576.40,14991.00,1235.67,66023.00,18.00,103.07,78.95,6.24,0.72,0.01,
0.34,130.45,46.98,0.32,0.46,18077.00,17016.30,16598.20,15876.00,843.26,68065.00,18.00,102.77,80.10,6.20,0.60,0.01,
1.23,128.53,46.80,0.35,0.54,28806.00,20537.80,19201.10,15727.00,4282.22,246454.00,46.00,102.84,76.96,4.36,0.62,0.06,
1.99,130.02,46.01,0.17,0.75,21531.00,14717.10,13653.00,11547.00,2930.49,382645.00,86.00,103.64,78.40,4.12,0.60,0.12,
0.32,130.11,45.92,0.25,0.44,15527.00,14616.30,12921.00,12921.00,1199.89,43849.00,14.00,103.91,78.17,4.59,0.79,0.01,
1.39,128.95,47.79,0.33,0.18,26270.00,17437.80,16161.40,14870.00,2925.93,261567.00,58.00,101.84,78.96,4.51,0.52,0.06,
2.53,129.16,47.96,0.36,0.48,26151.00,19897.80,18242.50,15439.00,3268.68,577036.00,88.00,101.74,79.46,4.28,0.56,0.16,
2.98,130.24,47.57,0.19,0.71,26556.00,18885.10,18098.70,13745.00,2988.64,642094.00,114.00,102.04,80.81,4.64,0.54,0.19,
0.29,132.05,46.39,0.23,0.37,18448.00,16071.80,15030.30,14542.00,1508.33,64287.00,18.00,103.46,81.83,6.06,0.61,0.01,
0.18,132.03,46.56,0.39,0.38,15640.00,15398.00,15361.10,15115.00,190.98,61592.00,18.00,103.29,82.02,5.91,0.74,0.00,
3.04,176.08,20.18,0.22,0.66,20240.00,15733.70,14982.10,13042.00,2100.51,503477.00,116.00,119.37,129.44,1.18,0.44,0.14,
0.76,174.66,22.11,0.19,0.74,20325.00,16843.30,16294.20,14462.00,1825.96,134746.00,32.00,119.23,127.62,1.85,0.70,0.04,
0.76,174.36,23.16,0.21,0.40,20925.00,17803.70,16978.90,14279.00,1987.56,124626.00,30.00,119.90,126.57,1.84,0.65,0.03,
0.62,174.36,23.38,0.18,0.48,21961.00,17132.70,15540.30,14557.00,2558.62,102796.00,26.00,120.11,126.37,2.17,0.61,0.02,
1.78,173.86,24.18,0.17,0.66,21977.00,16820.90,16419.30,13705.00,2258.54,319597.00,74.00,120.27,125.52,2.25,0.55,0.09,
0.62,173.96,23.80,0.40,0.26,24342.00,18711.00,17243.00,15688.00,2886.00,112266.00,26.00,120.11,125.81,2.85,0.73,0.03,
1.07,174.03,23.30,0.54,0.32,21735.00,16803.70,16047.90,14835.00,1799.00,235252.00,52.00,119.63,126.37,2.44,0.60,0.05,
0.79,176.12,20.91,0.42,0.38,24233.00,18238.10,16160.50,15248.00,2959.39,145905.00,32.00,120.06,128.83,2.89,0.68,0.04,
1.01,175.67,20.47,0.39,0.50,22292.00,17703.50,16576.20,13530.00,3080.35,194739.00,44.00,118.92,129.27,2.77,0.64,0.05,
1.78,174.04,23.24,0.31,0.55,29121.00,20041.30,19373.30,16706.00,2932.96,400826.00,68.00,119.61,126.39,3.10,0.66,0.12,
2.54,174.36,22.35,0.30,0.47,24175.00,18327.80,17467.60,14363.00,2603.95,586489.00,104.00,119.16,127.25,2.93,0.57,0.16,
0.27,173.71,22.97,0.25,0.44,18478.00,15381.70,13785.00,13785.00,2189.79,46145.00,14.00,118.62,126.88,2.48,0.68,0.01,
0.63,174.40,21.91,0.20,0.72,19436.00,15569.90,14717.80,14115.00,1702.06,108989.00,30.00,118.68,127.76,2.61,0.65,0.02,
0.44,173.92,22.99,0.55,0.00,18203.00,17256.80,16972.10,15577.00,957.25,86284.00,22.00,118.97,126.83,3.17,0.58,0.01,
0.35,173.60,23.23,0.16,0.84,16226.00,15684.00,15989.10,14388.00,752.76,62736.00,18.00,118.72,126.60,3.65,0.71,0.01,
0.28,176.15,21.38,0.25,0.44,17613.00,16376.30,15714.00,15714.00,875.20,49129.00,14.00,120.48,128.48,2.39,0.66,0.01,
1.86,176.35,20.57,0.49,0.29,24042.00,17509.90,16686.40,14989.00,2325.05,402727.00,78.00,120.20,129.01,2.90,0.61,0.11,
0.97,176.29,20.26,0.31,0.60,22002.00,17436.10,16835.70,15422.00,1764.73,244105.00,50.00,119.56,129.50,3.34,0.69,0.05,
0.19,176.70,20.24,0.39,0.47,18284.00,17108.70,16313.00,16313.00,848.27,51326.00,14.00,120.11,129.56,3.17,0.82,0.01,
4.13,177.25,18.77,0.33,0.58,32488.00,19434.40,18462.30,15058.00,3134.19,1030020.00,174.00,119.72,130.66,3.24,0.47,0.26,
