Value,Area,Distance from Origin,Distance to Image Border XY,Ellipticity (oblate),Ellipticity (prolate),Intensity Max,Intensity Mean,Intensity Median,Intensity Min,Intensity StdDev,Intensity Sum,Number of Vertices,Position X,Position Y,Position Z,Sphericity,Volume
,1.71,150.43,6.53,0.21,0.71,9763.00,7394.25,7234.63,5560.00,1366.94,147885.00,70.00,41.82,143.15,19.71,0.62,0.10
,0.41,150.79,6.29,0.13,0.47,7437.00,6150.80,6044.29,4796.00,838.22,30754.00,22.00,41.71,143.55,19.79,0.66,0.01
,0.24,150.73,6.60,0.25,0.44,5572.00,5492.67,5355.00,5355.00,97.73,16478.00,14.00,42.01,143.28,20.66,0.73,0.01
,1.91,148.57,8.50,0.17,0.78,8775.00,6189.33,5614.37,4098.00,1489.72,111408.00,72.00,42.56,141.08,18.95,0.47,0.08
,0.17,148.31,9.03,0.25,0.44,6085.00,4930.00,4331.00,4331.00,816.90,14790.00,14.00,42.37,140.81,19.38,0.75,0.00
,0.16,148.58,8.81,0.00,1.98,5313.00,4871.33,4292.00,4292.00,428.04,14614.00,14.00,42.10,141.09,19.95,0.46,0.00
,1.17,150.66,6.28,0.31,0.62,10667.00,7663.07,7387.63,5897.00,1325.40,107283.00,54.00,42.05,143.41,19.02,0.65,0.06
,2.89,155.79,11.69,0.53,0.33,15111.00,8339.00,8119.72,5384.00,2073.12,316882.00,110.00,71.05,137.87,14.60,0.64,0.24
,1.72,155.79,11.26,0.30,0.31,10301.00,7418.50,7179.69,5837.00,1156.28,148370.00,74.00,70.14,138.35,14.55,0.58,0.09
,0.33,156.17,11.25,0.39,0.38,7464.00,6776.25,6387.90,5853.00,682.49,27105.00,18.00,70.39,138.56,15.36,0.77,0.01
,0.54,157.48,8.92,0.64,0.23,8848.00,6884.00,7103.14,4634.00,1511.53,41304.00,24.00,69.13,140.74,14.57,0.80,0.03
,0.91,156.27,10.71,0.21,0.69,9463.00,6846.09,5837.29,5356.00,1465.31,75307.00,46.00,69.88,138.98,14.88,0.53,0.03
,0.25,156.69,10.11,0.39,0.47,7205.00,6676.00,5961.00,5961.00,524.61,20028.00,14.00,69.45,139.71,14.55,0.81,0.01
,0.39,156.73,10.19,0.27,0.00,12269.00,8290.67,5842.00,5842.00,2838.01,24872.00,14.00,69.60,139.63,15.00,0.75,0.01
,0.24,154.56,12.57,0.72,0.12,5943.00,4552.25,4052.66,3935.00,812.01,18209.00,18.00,69.84,137.29,12.81,0.52,0.00
,0.22,154.46,12.60,0.25,0.44,6500.00,5558.33,4533.00,4533.00,805.20,16675.00,14.00,69.63,137.20,13.68,0.75,0.01
,0.22,154.38,12.75,0.12,0.93,5918.00,5749.00,5614.00,5614.00,126.42,17247.00,14.00,69.79,136.97,14.25,0.70,0.01
,2.64,154.67,12.21,0.43,0.33,11832.00,7244.50,6808.80,5370.00,1670.49,231824.00,102.00,69.59,137.29,15.23,0.56,0.17
,0.63,156.05,11.79,0.72,0.12,11164.00,8532.75,8432.56,6060.00,1806.30,34131.00,22.00,71.36,138.01,14.55,0.66,0.03
,0.19,155.42,12.57,0.39,0.47,8079.00,5927.33,4485.00,4485.00,1550.61,17782.00,14.00,71.50,137.23,14.55,0.78,0.01
,3.74,155.75,11.86,0.25,0.66,15055.00,8197.74,7277.91,5529.00,2330.78,311514.00,136.00,71.26,137.64,15.35,0.46,0.21
,0.32,153.84,13.15,0.39,0.47,7571.00,6388.00,5743.00,5743.00,837.65,19164.00,14.00,68.96,136.65,15.45,0.83,0.01
,0.28,156.21,11.44,0.16,0.84,6603.00,6162.50,6172.34,5478.00,423.05,24650.00,18.00,70.70,138.42,15.57,0.77,0.01
,0.78,156.17,10.96,0.37,0.52,8606.00,7025.38,5990.75,5433.00,1311.04,56203.00,34.00,70.03,138.74,15.32,0.64,0.03
,3.44,154.80,12.59,0.23,0.72,17338.00,8178.75,7844.58,5366.00,2242.51,327150.00,138.00,70.58,136.86,15.82,0.49,0.21
,0.96,154.57,13.27,0.42,0.37,12815.00,6874.20,6050.81,4908.00,2178.06,68742.00,40.00,70.96,136.41,15.79,0.58,0.04
,0.43,155.44,12.45,0.25,0.50,9195.00,7729.50,7451.38,6179.00,1090.60,30918.00,18.00,71.18,137.32,15.45,0.70,0.02
,1.16,155.68,12.15,0.38,0.49,13032.00,8675.38,8014.63,5816.00,1958.01,112780.00,48.00,71.31,137.48,15.87,0.75,0.08
,0.20,155.63,12.62,0.39,0.47,5699.00,5363.00,5105.00,5105.00,248.70,16089.00,14.00,71.58,137.18,16.63,0.84,0.01
,0.17,153.63,13.47,0.25,0.44,6812.00,5233.67,4380.00,4380.00,1117.29,15701.00,14.00,68.86,136.40,16.01,0.68,0.00
,1.43,154.04,13.01,0.43,0.41,12841.00,8246.31,7875.99,5408.00,2286.18,107202.00,54.00,69.26,136.65,16.11,0.58,0.07
,1.18,155.56,11.97,0.35,0.49,13283.00,8304.45,7598.66,6546.00,1735.23,91349.00,46.00,70.52,137.73,16.00,0.65,0.06
,0.26,151.63,16.54,0.39,0.47,7055.00,6134.33,4961.00,4961.00,873.34,18403.00,14.00,70.30,133.24,17.25,0.77,0.01
,0.36,154.56,13.43,0.25,0.44,10846.00,7771.67,5733.00,5733.00,2212.11,23315.00,14.00,70.95,136.35,16.26,0.72,0.01
,0.49,154.79,13.09,0.29,0.46,10186.00,7777.20,6830.00,6263.00,1359.26,38886.00,22.00,70.84,136.65,16.42,0.73,0.02
,0.92,155.51,12.00,0.17,0.56,10987.00,7345.80,6591.31,5679.00,1524.73,73458.00,40.00,70.34,137.69,16.67,0.59,0.04
,0.33,154.17,13.01,0.47,0.32,9002.00,7304.50,7255.50,5589.00,1207.33,29218.00,18.00,69.22,136.75,16.65,0.87,0.01
,0.28,154.85,12.78,0.32,0.46,7965.00,7160.25,6874.30,6252.00,651.60,28641.00,18.00,69.97,137.03,17.48,0.74,0.01
,0.33,154.76,12.34,0.39,0.38,8830.00,6443.50,5528.80,5436.00,1392.59,25774.00,18.00,69.26,137.47,16.01,0.75,0.01
,0.68,154.72,12.42,0.23,0.41,9775.00,8363.83,8102.82,6902.00,960.10,50183.00,24.00,69.39,137.28,16.65,0.79,0.04
,1.63,151.97,15.68,0.28,0.28,9982.00,6419.95,5962.74,4759.00,1321.42,121979.00,68.00,69.66,134.00,16.97,0.58,0.09
,0.52,153.36,14.64,0.16,0.84,7831.00,6256.00,6193.50,5211.00,814.12,37536.00,24.00,70.44,135.16,16.98,0.69,0.02
,0.33,153.21,14.45,0.25,0.44,9550.00,7678.33,6243.00,6243.00,1384.88,23035.00,14.00,69.77,135.34,16.99,0.73,0.01
,0.36,154.06,13.65,0.33,0.43,8096.00,6336.80,5558.78,5412.00,954.62,31684.00,22.00,70.29,136.15,16.03,0.60,0.01
,0.15,153.64,14.09,0.25,0.44,6120.00,5648.00,5016.00,5016.00,464.69,16944.00,14.00,69.98,135.82,16.18,0.63,0.00
,1.81,153.73,13.74,0.25,0.66,10442.00,7651.00,7354.70,5173.00,1329.81,137718.00,68.00,69.75,135.96,16.74,0.56,0.09
,0.10,153.31,14.27,0.00,1.92,6238.00,5388.00,4734.00,4734.00,629.45,16164.00,14.00,69.78,135.53,16.35,0.69,0.00
,0.39,152.54,15.36,0.12,0.41,7856.00,5994.20,5277.92,5140.00,1027.66,29971.00,22.00,70.07,134.43,16.92,0.56,0.01
,0.50,152.45,15.48,0.71,0.16,9230.00,7090.60,5898.27,5388.00,1368.66,35453.00,22.00,70.27,134.20,17.16,0.70,0.02
,6.70,154.48,12.71,0.42,0.42,13438.00,8610.72,8255.27,6067.00,1695.52,619972.00,250.00,70.34,136.42,17.48,0.40,0.41
,0.51,155.04,12.98,0.52,0.34,9015.00,6391.67,5947.00,5146.00,1229.54,38350.00,24.00,71.17,136.73,16.63,0.67,0.02
,0.18,154.91,13.19,0.25,0.44,7070.00,6375.33,5893.00,5893.00,503.42,19126.00,14.00,70.94,136.65,17.03,0.71,0.00
,0.14,154.72,13.64,0.25,0.44,5337.00,5223.33,5035.00,5035.00,134.12,15670.00,14.00,71.19,136.26,17.39,0.60,0.00
,0.30,154.91,12.86,0.39,0.38,10125.00,8152.50,6686.30,6264.00,1692.80,32610.00,18.00,70.35,136.93,17.27,0.79,0.01
,0.64,154.29,13.89,0.38,0.33,8469.00,6455.25,6210.89,5593.00,938.74,51642.00,34.00,70.93,135.83,18.03,0.68,0.03
,0.50,154.24,13.67,0.29,0.46,10024.00,7976.60,7070.24,6205.00,1393.81,39883.00,22.00,70.24,136.11,18.21,0.77,0.02
,3.54,154.78,12.31,0.26,0.65,13257.00,8358.76,8103.22,5309.00,1971.89,317633.00,130.00,69.43,137.24,17.42,0.52,0.24
,0.33,154.53,12.88,0.25,0.44,7506.00,6945.33,6430.00,6430.00,440.44,20836.00,14.00,69.34,136.89,18.26,0.74,0.01
,0.30,154.98,12.45,0.44,0.21,6603.00,5820.25,5388.94,5203.00,558.46,23281.00,18.00,69.63,137.21,18.53,0.61,0.01
,0.22,155.76,12.17,0.25,0.44,6223.00,5922.33,5511.00,5511.00,301.02,17767.00,14.00,70.91,137.65,16.88,0.74,0.01
,2.42,155.79,11.84,0.30,0.60,11952.00,6714.03,6354.42,4410.00,1691.25,208135.00,100.00,70.64,137.78,17.29,0.60,0.17
,0.35,151.79,16.09,0.16,0.84,6899.00,6307.75,6052.05,5727.00,450.39,25231.00,18.00,69.59,133.73,17.71,0.73,0.01
,4.10,152.13,15.55,0.16,0.74,13143.00,7920.38,7320.54,5298.00,1943.46,380178.00,158.00,69.55,134.03,18.55,0.49,0.27
,0.35,151.91,15.64,0.25,0.44,7071.00,6640.00,6210.00,6210.00,351.50,19920.00,14.00,69.00,134.21,17.45,0.76,0.01
,0.15,152.52,15.11,0.25,0.44,5686.00,5395.00,5241.00,5241.00,205.89,16185.00,14.00,69.12,134.79,17.77,0.63,0.00
,0.80,153.27,14.89,0.18,0.37,8637.00,7169.71,7072.47,6053.00,814.45,50188.00,28.00,70.54,134.91,17.76,0.59,0.03
,0.28,153.55,14.76,0.27,0.00,7935.00,7044.33,5488.00,5488.00,1104.32,21133.00,14.00,70.74,135.09,18.00,0.70,0.01
,0.23,152.68,14.72,0.25,0.44,5022.00,4927.33,4786.00,4786.00,101.83,14782.00,14.00,69.09,135.11,16.87,0.74,0.01
,1.91,153.43,14.31,0.25,0.31,11119.00,7817.55,7713.69,5991.00,1378.59,156351.00,76.00,70.07,135.33,17.84,0.54,0.10
,0.30,153.73,14.49,0.27,0.00,6536.00,6327.33,6208.00,6208.00,148.05,18982.00,14.00,70.71,135.36,17.63,0.74,0.01
,2.02,154.21,13.14,0.36,0.52,13381.00,8427.00,8279.08,6359.00,1798.31,185394.00,78.00,69.68,136.42,17.78,0.60,0.13
,0.39,154.20,13.61,0.25,0.44,11057.00,8380.67,6205.00,6205.00,2012.21,25142.00,14.00,69.92,136.17,18.55,0.71,0.01
,0.14,154.08,13.63,0.25,0.44,6987.00,5986.67,5228.00,5228.00,738.16,17960.00,14.00,69.51,136.26,18.49,0.68,0.00
,0.26,154.33,13.19,0.25,0.44,6694.00,5753.33,4982.00,4982.00,709.10,17260.00,14.00,69.33,136.60,18.79,0.73,0.01
,1.89,152.62,15.48,0.43,0.44,12237.00,8101.64,7957.66,5347.00,1681.17,202541.00,78.00,70.39,134.21,18.09,0.67,0.13
,1.53,153.08,15.08,0.15,0.43,10248.00,7372.41,7143.43,5783.00,1116.13,125331.00,56.00,70.45,134.71,18.01,0.58,0.08
,2.65,152.80,14.85,0.50,0.24,13496.00,8523.71,7741.68,6345.00,1965.06,238664.00,106.00,69.93,134.61,18.37,0.47,0.13
,0.26,153.70,14.80,0.16,0.84,6548.00,5561.00,5072.82,4981.00,622.65,22244.00,18.00,70.96,135.06,18.64,0.70,0.01
,0.20,155.70,12.71,0.39,0.47,8095.00,5684.00,4414.00,4414.00,1705.65,17052.00,14.00,71.51,137.11,18.16,0.81,0.01
,2.94,153.81,13.88,0.68,0.18,12488.00,7843.03,7347.00,5704.00,1590.30,235291.00,118.00,69.95,135.77,18.17,0.43,0.13
,0.76,153.86,14.09,0.55,0.28,7884.00,7047.00,6868.32,6269.00,511.13,63423.00,36.00,70.33,135.57,18.60,0.69,0.04
,0.27,150.10,18.48,0.25,0.44,8025.00,6045.67,4736.00,4736.00,1423.78,18137.00,14.00,70.20,131.33,18.83,0.73,0.01
,0.28,150.98,17.57,0.25,0.44,6954.00,6445.00,5755.00,5755.00,505.95,19335.00,14.00,70.51,132.22,18.49,0.73,0.01
,0.76,151.26,17.05,0.47,0.23,9959.00,6882.86,5510.07,5385.00,1563.57,48180.00,30.00,70.18,132.66,18.79,0.56,0.03
,0.22,151.20,17.13,0.25,0.44,6738.00,5966.33,4906.00,4906.00,775.26,17899.00,14.00,69.98,132.74,18.60,0.71,0.01
,0.92,152.70,15.55,0.46,0.40,9406.00,7270.13,6652.87,5773.00,1196.62,58161.00,34.00,70.56,134.10,18.90,0.55,0.03
,0.24,153.08,15.48,0.08,0.53,6206.00,5228.50,4763.71,4565.00,638.93,20914.00,18.00,70.65,134.34,19.88,0.54,0.00
,1.99,152.95,15.08,0.20,0.73,12872.00,8125.20,7759.93,5798.00,1608.02,162504.00,68.00,70.17,134.61,18.72,0.53,0.10
,0.22,152.26,16.27,0.39,0.47,6458.00,5914.00,5206.00,5206.00,524.12,17742.00,14.00,70.74,133.56,18.44,0.71,0.01
,1.07,152.25,16.10,0.59,0.24,13325.00,7597.75,6890.81,5406.00,1987.70,91173.00,46.00,70.41,133.64,19.05,0.68,0.06
,1.61,152.88,15.61,0.34,0.32,9939.00,6730.65,6107.31,5083.00,1499.57,114421.00,64.00,71.07,133.99,19.16,0.54,0.08
,0.26,152.79,15.84,0.03,0.98,6417.00,6330.33,6225.00,6225.00,79.46,18991.00,14.00,70.80,134.06,19.04,0.52,0.00
,0.81,152.19,15.37,0.13,0.68,7162.00,5924.33,5675.59,4897.00,717.08,53319.00,36.00,68.88,134.38,18.92,0.60,0.03
,0.59,152.28,15.15,0.23,0.71,10919.00,6003.63,5429.31,4531.00,1919.21,48029.00,32.00,68.61,134.63,18.89,0.71,0.03
,0.39,151.80,15.38,0.28,0.41,5804.00,4967.67,4738.51,4190.00,614.13,29806.00,26.00,68.33,134.23,18.90,0.67,0.01
,0.55,152.91,14.78,0.51,0.22,12990.00,8253.40,6838.33,6317.00,2418.76,41267.00,22.00,69.44,135.00,18.26,0.63,0.02
,0.50,153.26,14.49,0.33,0.43,8577.00,7370.60,6989.50,6037.00,901.96,36853.00,22.00,69.54,135.30,18.63,0.60,0.02
,0.46,153.55,14.19,0.32,0.46,8812.00,7847.00,7398.07,6767.00,806.42,31388.00,18.00,69.55,135.63,18.55,0.73,0.02
,0.24,153.64,14.03,0.39,0.47,10119.00,7116.67,5167.00,5167.00,2154.32,21350.00,14.00,69.43,135.77,18.75,0.80,0.01
,2.79,191.28,0.53,0.32,0.59,14162.00,9151.27,9171.12,5919.00,2134.36,274538.00,102.00,119.10,148.96,14.71,0.54,0.17
,0.25,191.18,0.39,0.39,0.47,9795.00,7710.00,6601.00,6601.00,1475.32,23130.00,14.00,118.50,149.31,14.57,0.75,0.01
,2.44,192.26,0.00,0.34,0.53,15054.00,9136.28,8305.61,6905.00,1882.45,264952.00,98.00,119.79,149.65,14.82,0.57,0.15
,0.43,193.01,0.15,0.38,0.00,6408.00,6073.80,5909.90,5789.00,221.90,30369.00,22.00,120.90,149.73,14.85,0.63,0.01
,0.19,192.70,0.20,0.39,0.47,8726.00,7112.33,6275.00,6275.00,1141.31,21337.00,14.00,120.53,149.61,14.85,0.81,0.01
,0.61,190.60,0.39,0.54,0.32,13398.00,8849.20,7320.45,7099.00,2319.46,44246.00,22.00,117.50,149.28,15.41,0.80,0.03
,0.15,190.85,0.75,0.25,0.44,6225.00,5963.33,5648.00,5648.00,238.59,17890.00,14.00,118.25,149.11,14.42,0.64,0.00
,14.56,191.21,0.00,0.29,0.63,18194.00,10438.90,9702.81,5629.00,2804.46,1920770.00,548.00,118.60,149.16,15.77,0.35,1.08
,0.30,190.39,1.35,0.25,0.44,8076.00,7340.33,6494.00,6494.00,650.57,22021.00,14.00,118.24,148.44,15.27,0.73,0.01
,0.40,190.57,1.43,0.27,0.00,8204.00,7941.33,7764.00,7764.00,189.49,23824.00,14.00,118.44,148.41,16.24,0.68,0.01
,0.31,190.99,1.17,0.16,0.84,6689.00,6315.00,6011.89,5879.00,372.05,25260.00,18.00,118.58,148.67,17.72,0.70,0.01
,0.51,191.99,0.12,0.26,0.70,12846.00,10080.80,8792.02,8610.00,1533.52,50404.00,20.00,119.33,149.66,14.94,0.80,0.02
,0.75,192.20,0.00,0.27,0.31,12733.00,9357.75,8322.25,6852.00,2013.11,74862.00,34.00,119.39,149.83,15.45,0.61,0.03
,0.73,190.69,0.59,0.12,0.70,11538.00,9067.57,8328.32,7144.00,1377.59,63473.00,26.00,117.75,149.15,15.86,0.69,0.03
,1.57,191.79,0.00,0.46,0.40,15659.00,10319.20,9138.76,8370.00,1913.59,175427.00,64.00,118.77,149.74,16.00,0.55,0.07
,3.66,190.61,0.73,0.29,0.45,16140.00,9307.23,8253.13,6194.00,2739.97,409518.00,140.00,118.09,148.72,16.39,0.50,0.23
,0.54,190.73,1.77,0.15,0.56,7523.00,5987.17,5838.97,5180.00,745.31,35923.00,24.00,119.09,148.02,16.79,0.71,0.02
,0.42,190.49,1.54,0.39,0.38,8788.00,6987.00,5860.71,5826.00,1231.86,27948.00,18.00,118.44,148.24,16.87,0.69,0.01
,0.27,190.57,0.04,0.25,0.44,8275.00,6900.67,6024.00,6024.00,984.04,20702.00,14.00,116.65,149.75,16.92,0.71,0.01
,6.96,191.34,0.00,0.43,0.42,23855.00,11482.60,10887.20,7971.00,2698.18,918609.00,246.00,118.02,149.64,17.09,0.44,0.51
,0.49,190.00,0.08,0.39,0.38,8808.00,7081.25,5673.44,5611.00,1451.94,28325.00,18.00,115.69,149.68,17.59,0.77,0.02
,0.62,191.02,0.00,0.53,0.21,10764.00,9763.33,9695.95,8594.00,714.85,58580.00,26.00,117.33,149.69,17.72,0.58,0.02
,0.27,190.32,1.07,0.39,0.47,10021.00,8293.67,7037.00,7037.00,1262.85,24881.00,14.00,117.42,148.72,17.84,0.82,0.01
,0.91,190.87,0.00,0.43,0.40,14272.00,10485.70,9041.30,8450.00,1941.88,94371.00,34.00,116.88,149.83,17.89,0.69,0.05
,2.66,191.60,0.00,0.21,0.73,21690.00,11483.80,10732.30,6926.00,3505.15,355997.00,90.00,118.17,149.73,18.11,0.61,0.19
,0.29,189.81,0.84,0.27,0.00,7796.00,6371.67,4943.00,4943.00,1164.74,19115.00,14.00,116.49,148.93,16.74,0.71,0.01
,0.30,190.61,0.42,0.25,0.44,9999.00,8404.67,7602.00,7602.00,1127.37,25214.00,14.00,117.15,149.43,16.72,0.76,0.01
,0.37,190.06,1.13,0.25,0.44,12099.00,8998.33,5463.00,5463.00,2726.52,26995.00,14.00,117.13,148.70,17.09,0.70,0.01
,15.27,190.30,0.18,0.29,0.40,18173.00,9993.30,9306.01,5903.00,2562.30,1688870.00,534.00,116.72,149.15,18.59,0.32,1.03
,0.28,190.28,0.26,0.25,0.44,11591.00,8878.67,6142.00,6142.00,2224.61,26636.00,14.00,116.25,149.58,17.83,0.78,0.01
,0.30,190.33,0.43,0.25,0.44,9074.00,7919.67,6320.00,6320.00,1167.58,23759.00,14.00,116.17,149.42,20.11,0.75,0.01
,0.21,190.01,0.91,0.25,0.44,8960.00,7269.67,5978.00,5978.00,1249.61,21809.00,14.00,116.19,148.90,20.78,0.67,0.00
,0.26,190.10,0.08,0.00,1.92,8804.00,7146.67,5887.00,5887.00,1223.61,21440.00,14.00,115.70,149.73,18.15,0.78,0.01
,0.26,190.98,0.24,0.12,0.93,10025.00,9091.67,8471.00,8471.00,671.83,27275.00,14.00,117.19,149.59,19.04,0.67,0.01
,1.21,190.48,0.54,0.37,0.44,13180.00,9103.31,8437.44,7343.00,1711.53,118343.00,48.00,117.24,148.91,19.08,0.69,0.07
,3.84,190.86,0.00,0.18,0.51,17713.00,10266.30,9253.70,7498.00,2492.54,420919.00,124.00,116.84,149.65,19.56,0.49,0.24
,0.67,117.53,0.71,0.39,0.30,8109.00,5796.63,5772.43,4012.00,1297.91,46373.00,34.00,0.96,115.46,21.94,0.73,0.03
,0.26,117.94,0.17,0.16,0.40,5395.00,4825.50,4345.84,4312.00,498.42,19302.00,18.00,0.28,115.91,21.80,0.60,0.01
,0.32,118.18,0.00,0.25,0.44,8226.00,6539.00,5057.00,5057.00,1301.83,19617.00,14.00,0.08,116.07,22.26,0.73,0.01
,1.06,118.73,0.26,0.42,0.39,7740.00,6129.70,5724.54,4687.00,886.78,61297.00,42.00,0.54,116.57,22.52,0.58,0.05
,0.95,117.82,0.23,0.09,0.76,10078.00,6686.78,5812.25,5246.00,1505.38,60181.00,36.00,0.47,115.63,22.58,0.65,0.05
,3.69,117.84,1.81,0.34,0.53,13341.00,6948.47,6276.90,3971.00,2138.37,312681.00,152.00,2.30,115.52,23.19,0.51,0.24
,0.33,118.22,1.49,0.33,0.43,5748.00,5505.20,5185.54,5143.00,278.91,27526.00,22.00,1.61,116.00,22.73,0.53,0.01
,2.29,118.93,1.45,0.33,0.28,13179.00,8112.18,7152.80,5348.00,2065.03,178468.00,80.00,1.99,116.58,23.43,0.55,0.13
,0.47,118.94,1.56,0.00,1.98,9632.00,8269.00,7121.00,7121.00,1036.32,24807.00,14.00,1.70,116.64,23.25,0.55,0.01
,0.26,119.17,2.17,0.25,0.44,7180.00,6386.67,5776.00,5776.00,587.56,19160.00,14.00,2.27,116.89,23.07,0.72,0.01
,4.64,117.92,0.12,0.40,0.45,12507.00,7121.23,6643.05,4769.00,1904.36,370304.00,172.00,0.87,115.63,23.12,0.45,0.29
,0.28,117.55,0.28,0.25,0.44,7250.00,5937.67,4741.00,4741.00,1027.56,17813.00,14.00,0.42,115.32,22.79,0.73,0.01
,0.25,118.18,0.87,0.25,0.44,7504.00,6014.67,4917.00,4917.00,1091.85,18044.00,14.00,0.97,115.66,24.23,0.73,0.01
,0.33,118.30,0.29,0.20,0.61,5770.00,4830.60,4541.91,4280.00,504.47,24153.00,22.00,0.43,115.79,24.27,0.61,0.01
,0.40,117.98,1.20,0.21,0.41,5739.00,4713.33,4497.89,3964.00,590.21,28280.00,26.00,1.32,115.33,24.84,0.72,0.01
,0.68,118.40,2.33,0.03,0.51,8461.00,6668.13,6132.44,5340.00,1049.12,53345.00,32.00,2.42,115.96,23.79,0.48,0.02
,1.74,118.07,2.16,0.39,0.48,14060.00,7689.95,7183.20,4440.00,2588.64,161489.00,74.00,2.50,115.57,24.04,0.63,0.11
,0.41,117.91,2.12,0.15,0.63,6490.00,5222.00,4644.72,4546.00,708.77,31332.00,26.00,2.31,115.34,24.37,0.69,0.01
,3.31,118.83,1.21,0.22,0.58,15655.00,7629.56,6942.46,5281.00,1996.70,312812.00,130.00,1.63,116.42,23.77,0.52,0.21
,0.25,119.20,1.42,0.27,0.00,6981.00,6127.00,4968.00,4968.00,849.63,18381.00,14.00,1.60,116.93,23.11,0.66,0.01
,0.25,119.13,1.16,0.39,0.47,7639.00,6598.00,5722.00,5722.00,791.26,19794.00,14.00,1.30,116.83,23.25,0.81,0.01
,0.22,118.56,1.39,0.39,0.38,6494.00,5713.00,5578.76,5091.00,503.74,22852.00,18.00,1.52,116.00,24.42,0.74,0.01
,0.25,138.55,18.74,0.39,0.47,6230.00,5812.33,5092.00,5092.00,511.51,17437.00,14.00,37.95,131.10,23.85,0.81,0.01
,0.71,149.71,18.85,0.30,0.32,8862.00,7388.17,7239.34,6182.00,893.32,44329.00,26.00,70.20,130.76,19.64,0.78,0.04
,1.51,149.95,18.78,0.14,0.79,11979.00,6321.72,5428.16,4873.00,1754.77,113791.00,70.00,70.43,130.83,20.19,0.58,0.08
,0.15,149.67,19.33,0.39,0.47,6085.00,5078.00,4529.00,4529.00,713.03,15234.00,14.00,70.24,130.51,20.86,0.80,0.00
,2.25,149.86,19.18,0.35,0.55,9356.00,6121.52,5632.72,4468.00,1283.93,177524.00,100.00,70.98,130.38,20.50,0.55,0.13
,0.36,150.34,19.31,0.10,0.00,8388.00,6179.25,5117.48,4810.00,1405.20,24717.00,18.00,71.46,130.54,21.36,0.63,0.01
,2.64,149.85,19.77,0.41,0.44,21221.00,9274.60,8178.96,5835.00,3400.35,278238.00,88.00,72.03,129.78,20.56,0.57,0.18
,0.47,149.52,20.19,0.71,0.16,8046.00,6190.80,4948.21,4769.00,1212.41,30954.00,22.00,71.72,129.61,20.34,0.72,0.02
,8.00,148.72,21.25,0.17,0.75,12404.00,6919.20,6461.45,4225.00,1868.49,691920.00,330.00,72.36,128.18,21.28,0.39,0.53
,0.43,148.20,21.96,0.25,0.50,7917.00,7088.75,7112.31,5917.00,734.42,28355.00,18.00,71.94,127.73,21.75,0.74,0.02
,0.35,148.53,22.06,0.27,0.00,10486.00,7659.00,5823.00,5823.00,2028.54,22977.00,14.00,72.34,127.77,22.41,0.76,0.01
,0.56,150.38,18.87,0.13,0.47,8820.00,7029.80,5957.68,5314.00,1381.42,35149.00,22.00,70.91,130.96,20.80,0.65,0.02
,0.74,150.14,19.10,0.18,0.64,8127.00,5955.00,5215.64,4419.00,1298.90,53595.00,36.00,70.97,130.57,21.37,0.70,0.04
,3.21,148.15,21.66,0.20,0.49,10356.00,6997.83,6545.43,5083.00,1409.09,209935.00,118.00,71.20,128.02,22.12,0.45,0.16
,12.70,150.08,19.58,0.30,0.47,30391.00,9487.51,7974.27,4657.00,4256.14,1859550.00,496.00,72.29,129.73,21.68,0.43,1.19
,1.08,149.42,20.59,0.08,0.58,11518.00,7053.42,6246.25,5270.00,1672.56,84641.00,48.00,72.14,129.14,21.09,0.58,0.05
,0.18,149.43,20.93,0.25,0.44,7342.00,6439.67,5797.00,5797.00,656.93,19319.00,14.00,72.37,128.93,21.61,0.70,0.00
,1.21,147.88,21.79,0.33,0.27,7337.00,5707.00,5675.61,4255.00,1037.34,68484.00,42.00,71.19,127.90,21.04,0.64,0.06
,0.32,148.45,21.49,0.47,0.00,10203.00,6579.75,5327.72,4729.00,2143.58,26319.00,18.00,71.38,128.34,21.72,0.74,0.01
,0.95,148.73,21.12,0.23,0.63,8510.00,6478.17,5973.95,5093.00,1113.59,77738.00,50.00,71.44,128.57,22.11,0.61,0.04
,0.27,148.95,21.12,0.16,0.40,5737.00,5496.75,5362.23,5269.00,188.20,21987.00,18.00,71.38,128.75,22.67,0.64,0.01
,1.84,148.45,21.79,0.48,0.30,10900.00,7706.20,7422.79,5157.00,1559.91,154124.00,74.00,71.93,127.87,22.65,0.55,0.10
,0.60,149.31,20.92,0.33,0.45,9077.00,7289.00,5934.33,5668.00,1521.14,43734.00,26.00,71.85,128.90,22.68,0.73,0.03
,0.48,149.01,21.20,0.26,0.70,8218.00,6577.60,5516.59,5506.00,1008.61,32888.00,20.00,71.74,128.56,23.02,0.70,0.02
,0.24,149.01,21.54,0.27,0.00,5644.00,5337.33,5152.00,5152.00,218.41,16012.00,14.00,71.88,128.35,23.76,0.60,0.00
,5.44,147.88,21.92,0.29,0.60,12282.00,7618.77,7122.15,5293.00,1616.07,464745.00,198.00,71.27,127.51,23.00,0.42,0.32
,0.82,149.61,20.36,0.38,0.32,7473.00,5628.78,5239.43,4838.00,819.96,50659.00,38.00,71.57,129.28,23.42,0.61,0.03
,0.20,145.36,27.38,0.25,0.44,4952.00,4390.00,3821.00,3821.00,461.76,13170.00,14.00,74.75,122.42,23.58,0.69,0.00
